SAMPLE_ID,CISO,GICS_SECTOR,SIZEINDEX,MERGE_ID,GVKEY,VALUE_YEAR,PE_error,PB_error,EVSALES_error,EVEBIT_error
GLOBAL,GBR,25,OECD,2000100911,100911,2000,0.3042581663723824,0.34175246408106386,0.6389158695482529,0.005816001484181833
GLOBAL,GBR,20,OECD,2000205999,205999,2000,0.21931687718734247,0.5933169566770037,0.06852325480871979,0.2555001022628896
GLOBAL,FRA,25,OECD,2000100001,100001,2000,0.029237049302704914,0.010297146753583198,0.5151698577104596,0.10796093908874638
GLOBAL,ESP,15,OECD,2000101529,101529,2000,0.35258421857044214,0.3638663469280973,0.6457791789740939,0.4876427635780168
GLOBAL,ESP,20,OECD,2000222186,222186,2000,0.23258464140150184,0.22316522857965881,0.030170778772566614,0.19349556185425693
GLOBAL,DEU,25,OECD,2000221244,221244,2000,0.3390396667182575,0.161452490940927,0.2784599831147133,0.4149528820481791
GLOBAL,DEU,45,OECD,2000228576,228576,2000,0.7964160587144016,0.9654480129642631,0.9928172275118541,0.903305842848107
GLOBAL,GBR,25,OECD,2000014222,014222,2000,0.6336359454093171,0.6066271247437713,1.2826529224319043,0.6673739439242692
GLOBAL,SWE,20,OECD,2000103051,103051,2000,0.4083903398843238,0.391586431128448,0.5539942830280566,0.4965564445380428
GLOBAL,GBR,15,OECD,2000220814,220814,2000,0.590885484677985,0.5603386102531421,0.413528874132135,0.6772064843147596
GLOBAL,GBR,20,OECD,2000207519,207519,2000,0.6298278386610406,0.6168514735805978,0.8380184518989872,0.47800503882278567
GLOBAL,FIN,25,OECD,2000211419,211419,2000,0.7497179337083648,0.7413793195365546,0.7239655839142259,0.6784628053376512
GLOBAL,DEU,15,OECD,2000100004,100004,2000,0.1931143212804896,0.25870340849863965,0.21530842662543598,0.3339772796026259
GLOBAL,GRC,15,OECD,2000243064,243064,2000,0.6830262191831975,0.7063731769163043,0.7268409972023097,0.6434028670634199
GLOBAL,NLD,20,OECD,2000102168,102168,2000,0.27394303505486983,0.34609577576053535,2.169846720407844,0.9734989950343854
GLOBAL,FIN,25,OECD,2000101737,101737,2000,0.009442491565751231,0.014387818550723375,0.04174883256277025,0.15124783431701005
GLOBAL,GBR,35,OECD,2000100423,100423,2000,0.6134593243333146,0.6361063649179757,0.6520867158363904,0.47172815806818563
GLOBAL,GBR,20,OECD,2000210809,210809,2000,0.6828110849508867,0.7508096699120987,0.3601989942303262,0.7021830875728132
GLOBAL,GBR,15,OECD,2000200189,200189,2000,0.5795004608133748,0.38453077783701045,0.9409086775436311,0.8313527786887098
GLOBAL,DEU,20,OECD,2000212536,212536,2000,0.9279885871244886,0.9921860855007607,1.0709623100728871,1.2617948900906
