SAMPLE_ID,CISO,GICS_SECTOR,SIZEINDEX,GICS8_dummy,GICS6_dummy,GICS4_dummy,GICS2_dummy,MERGE_ID,GVKEY,VALUE_YEAR,PE_error,PB_error,EVSALES_error,EVEBIT_error,INDLVL_SELECT
GLOBAL,GBR,25,OECD,0,1,1,1,2000100911,100911,2000,1.0731518733213539,0.8567565655722658,2.9807652307719996,0.35519635164014873,3
GLOBAL,ITA,55,OECD,0,0,1,1,2000222601,222601,2000,0.7611612192561223,0.7436957943411746,0.8805358887012656,0.8435981084602341,2
GLOBAL,CHE,55,OECD,0,0,1,1,2000102304,102304,2000,0.35371040696074646,0.3020471182034235,0.07815900902411109,0.4819368020079151,2
GLOBAL,GBR,10,OECD,0,1,1,1,2000209300,209300,2000,0.5244256458329267,0.5232782522864037,0.38647595812183694,0.5054540760260416,3
GLOBAL,GBR,20,OECD,0,1,1,1,2000205999,205999,2000,0.6021865408516874,0.8991670162802935,0.7655617793879496,0.5699775607783519,3
GLOBAL,ESP,55,OECD,1,1,1,1,2000102712,102712,2000,0.4958204236117235,0.5765885650718299,0.8889100528182606,0.5351824426900165,4
GLOBAL,FRA,25,OECD,0,1,1,1,2000100001,100001,2000,0.15186690219894708,0.07984192210016038,0.43299342718964884,0.3632392114575239,3
GLOBAL,ESP,15,OECD,0,1,1,1,2000101529,101529,2000,0.36289726122827987,0.36136223728137773,0.0038290355781404662,0.2938292985476127,3
GLOBAL,CHE,35,OECD,0,0,1,1,2000220387,220387,2000,0.5044193539243438,0.1244498192532257,1.336651844900472,0.44388846408954596,2
GLOBAL,ESP,20,OECD,1,1,1,1,2000222186,222186,2000,0.4097664048877742,0.36826677799009944,0.34761464159982575,0.3457030782065456,4
GLOBAL,DEU,25,OECD,0,1,1,1,2000221244,221244,2000,1.5454683304219738,0.42888559607821686,2.427343002070632,1.1046445193465344,3
GLOBAL,DEU,45,OECD,0,0,1,1,2000228576,228576,2000,0.8020983932875044,0.9593813915975096,0.9864408881496666,0.9059103556894514,2
GLOBAL,CHE,20,OECD,1,1,1,1,2000226716,226716,2000,0.013674881142391,0.017967787991844352,0.2638607632891876,0.05779985415244405,4
GLOBAL,GBR,25,OECD,0,1,1,1,2000014222,014222,2000,0.006019350075038606,0.422123000282637,5.0440130634137486,0.10461131746846593,3
GLOBAL,SWE,20,OECD,0,0,1,1,2000103051,103051,2000,0.6121417732967658,0.4930055603391034,0.05846501103808284,0.6274045915100556,2
GLOBAL,GBR,15,OECD,1,1,1,1,2000220814,220814,2000,0.09664799611515289,0.18387586178365256,0.21284879426550535,0.05451701931392325,4
GLOBAL,GBR,20,OECD,0,1,1,1,2000207519,207519,2000,0.31352106504769284,0.5017188064499798,0.6750742327205177,0.26175171343374964,3
GLOBAL,FIN,25,OECD,1,1,1,1,2000211419,211419,2000,0.2202172319435639,0.05007381305128918,0.09266521332215565,0.15624935690905925,4
GLOBAL,CHE,45,OECD,0,1,1,1,2000103384,103384,2000,0.725011098801774,0.6499440713488862,6.5564427809378945,0.38821219976805443,3
GLOBAL,DEU,15,OECD,1,1,1,1,2000100004,100004,2000,0.5337471024710075,0.5141848629185901,0.36065105811816306,0.24480734394887796,4
GLOBAL,GRC,15,OECD,0,1,1,1,2000243064,243064,2000,0.8529269103371074,0.8739877069558799,0.8235746981097297,0.6179938088958495,3
GLOBAL,NLD,20,OECD,1,1,1,1,2000102168,102168,2000,0.2645828068387986,0.3544633030765174,0.29402660485250215,0.06962765287192799,4
GLOBAL,CHE,20,OECD,0,1,1,1,2000215919,215919,2000,0.8253705686697211,0.8023808253255684,0.8435703615195099,0.7022208087960005,3
GLOBAL,GBR,10,OECD,0,1,1,1,2000100363,100363,2000,0.3150742717056661,0.24009083526512878,2.2564485520298123,0.8651386267339585,3
GLOBAL,FIN,25,OECD,0,0,1,1,2000101737,101737,2000,0.00033653082374162936,0.09575603951186083,0.08843941247227162,0.38251792929321005,2
GLOBAL,GBR,35,OECD,0,0,1,1,2000100423,100423,2000,0.4485505663325386,0.4768281480135235,0.3500192463169716,0.24600291638396207,2
GLOBAL,GBR,20,OECD,0,1,1,1,2000210809,210809,2000,0.854691822611289,0.47982354684621803,0.32919936229304964,0.7818027427876801,3
GLOBAL,GBR,15,OECD,0,1,1,1,2000200189,200189,2000,0.909106759200928,0.640594952527941,0.9532704419626001,0.931121213464258,3
GLOBAL,DEU,20,OECD,0,1,1,1,2000212536,212536,2000,0.2966559701564085,0.605634014116486,0.47045858559455467,0.07140062066344294,3
GLOBAL,CHE,25,OECD,0,1,1,1,2000102243,102243,2000,0.08355534160000827,0.08477365122312494,0.24011727141493797,0.24190748308982465,3
GLOBAL,GBR,45,OECD,0,0,0,1,2000109179,109179,2000,0.6324068312700944,0.7879533279053229,0.9466574721323205,0.7684486833247993,1
GLOBAL,ITA,25,OECD,1,1,1,1,2000102835,102835,2000,0.007877784557824596,0.16742953196268154,0.11046806508509331,0.15735249462219075,4
GLOBAL,ITA,25,OECD,0,1,1,1,2000202029,202029,2000,0.5725418159606068,0.034677794739042395,0.08478672439392664,0.5745065641652454,3
GLOBAL,JPN,30,OECD,0,1,1,1,2000102950,102950,2000,0.7447509093132268,0.0005068099338843437,0.4260323515235091,0.0039046704677681695,3
GLOBAL,CHE,45,OECD,0,0,1,1,2000102171,102171,2000,0.1513298769479106,0.09179921702892344,0.6315801555500669,0.21758284772252712,2
GLOBAL,NLD,45,OECD,0,0,0,1,2000001166,001166,2000,0.7356422571874843,0.8185729914497807,0.4184777165485541,0.5500369460828288,1
GLOBAL,SWE,20,OECD,1,1,1,1,2000223492,223492,2000,0.8451298546081116,0.8085701294722499,0.8304298284798535,0.8040662780900306,4
GLOBAL,ITA,20,OECD,0,0,1,1,2000102743,102743,2000,0.5444922439067915,0.551897058378646,0.7451502768361024,0.34839217957853924,2
GLOBAL,JPN,45,OECD,0,0,1,1,2000221044,221044,2000,0.7869548691231434,1.2933263172299583,0.28299191822279074,0.6813407561107725,2
