SAMPLE_ID,CISO,GICS_SECTOR,SIZEINDEX,MERGE_ID,GVKEY,VALUE_YEAR,PE_error,PB_error,EVSALES_error,EVEBIT_error
GLOBAL,GBR,25,OECD,2000100911,100911,2000,0.20291702933385627,0.19547015167128456,0.24569730366661993,0.2645868077106118
GLOBAL,GBR,20,OECD,2000205999,205999,2000,0.5683651110064122,0.7873885693838102,0.7113307620012823,0.5815880089100678
GLOBAL,FRA,25,OECD,2000100001,100001,2000,0.08675570940706752,0.13714514537138053,0.3420038295710165,0.034921940431328964
GLOBAL,ESP,15,OECD,2000101529,101529,2000,0.0319489759549053,0.04311009856165451,0.42793446466273466,0.2969548290219462
GLOBAL,ESP,20,OECD,2000222186,222186,2000,0.23281787243858088,0.24454781157431388,2.376122721432992,0.22453399597304868
GLOBAL,DEU,25,OECD,2000221244,221244,2000,0.14290843075084866,0.1599585900720013,0.7128988578048249,0.3605535971737654
GLOBAL,DEU,45,OECD,2000228576,228576,2000,0.30684970229263026,0.9102389608766934,0.9491798687985455,0.6883288692557654
GLOBAL,GBR,25,OECD,2000014222,014222,2000,0.660910741838665,0.7303859476473064,1.77782851548921,0.6476586213098822
GLOBAL,SWE,20,OECD,2000103051,103051,2000,0.6827478352072222,0.7081849759735624,0.33391138164676226,0.6608111456433832
GLOBAL,GBR,15,OECD,2000220814,220814,2000,0.4784361147334804,0.5014102041388989,0.0008027321098522363,0.27622032011117004
GLOBAL,GBR,20,OECD,2000207519,207519,2000,0.4404313045446877,0.4291556162433651,0.7641088595855569,0.30937580466501485
GLOBAL,FIN,25,OECD,2000211419,211419,2000,0.5138424722813288,0.5130019922017875,0.4894232920630248,0.4696656530633212
GLOBAL,DEU,15,OECD,2000100004,100004,2000,0.20270252558405524,0.2048544292672053,0.19226226772768998,0.667385885531365
GLOBAL,GRC,15,OECD,2000243064,243064,2000,0.6140035962343863,0.6845234643961992,0.8116901291893269,0.5251203597925354
GLOBAL,NLD,20,OECD,2000102168,102168,2000,1.049457241040143,0.5435465493539736,2.7015311281250396,0.8870480372378391
GLOBAL,FIN,25,OECD,2000101737,101737,2000,0.4101400540876523,0.33333532558635853,0.024721919005531563,0.08361282957038979
GLOBAL,GBR,35,OECD,2000100423,100423,2000,0.3598409914779759,0.23396406309609574,0.08964472657203482,0.5361424776574871
GLOBAL,GBR,20,OECD,2000210809,210809,2000,0.7984374927324971,0.7269355618517863,0.43685185332988996,0.8109513748132586
GLOBAL,GBR,15,OECD,2000200189,200189,2000,0.5638856569430984,0.07323931833808707,0.9317314867966321,0.8531962469981937
GLOBAL,DEU,20,OECD,2000212536,212536,2000,0.12129296713793959,0.07908481165696735,1.11331565673432,0.029351612497753695
GLOBAL,GBR,45,OECD,2000109179,109179,2000,0.6320741041907321,0.7858044091602079,0.9375017044564238,0.7702693586321138
GLOBAL,ITA,25,OECD,2000102835,102835,2000,0.6426315740303524,0.5891715357010615,0.6235214288515082,0.6947197229985158
GLOBAL,ITA,25,OECD,2000202029,202029,2000,0.18067172820999433,0.33712265457483526,0.056486794317300346,0.07512644931071712
GLOBAL,NLD,45,OECD,2000001166,001166,2000,0.7039345269736333,0.6876861216872396,0.41064159381973026,0.4790581921086025
GLOBAL,SWE,20,OECD,2000223492,223492,2000,0.7761682917884966,0.768531872881832,0.8740301292569613,0.744975145173974
GLOBAL,ITA,20,OECD,2000102743,102743,2000,0.3682225615544356,0.42542880566056246,0.7728794442163809,0.13041894272133248
GLOBAL,DEU,45,OECD,2000225237,225237,2000,0.677404354099604,0.6776603358066746,0.6319287622679451,0.5685687742120937
GLOBAL,AUT,20,OECD,2000101838,101838,2000,0.4380812971740453,0.45170261983918597,0.45569494641691216,0.6683486815517504
GLOBAL,ITA,25,OECD,2000201535,201535,2000,0.7668592757945778,0.8438115245228193,0.3359498542740138,0.3886844431840196
GLOBAL,DEU,25,OECD,2000101059,101059,2000,1.2404105200209488,1.3718300124856138,2.2995000594094437,1.4212489065391642
GLOBAL,GBR,45,OECD,2000227076,227076,2000,0.8890625537059608,0.8817489238017373,0.9445602179224093,0.8966945828830293
GLOBAL,GBR,20,OECD,2000063477,063477,2000,0.02534109496667365,1.3346505746201878,0.12463727912679094,0.1593901028475657
GLOBAL,BEL,45,OECD,2000101922,101922,2000,0.3315724867428809,0.4247272049999846,0.25624062765710376,0.23380147124349382
GLOBAL,ESP,30,OECD,2000207759,207759,2000,0.07530677781343773,0.20729039626713727,0.7328730452829679,0.2239446104988573
GLOBAL,DEU,15,OECD,2000017436,017436,2000,0.10723161837535024,0.07788455943268666,0.09179577944894333,0.030135843712698937
GLOBAL,DEU,45,OECD,2000228580,228580,2000,0.6933095586189221,0.6234817711158798,0.7532495226401429,0.626117914232901
GLOBAL,DEU,35,OECD,2000100080,100080,2000,0.2525559006637597,0.261059679249557,0.004909385706468216,0.27810973718397997
GLOBAL,DEU,25,OECD,2000100022,100022,2000,0.36128124763418934,0.26764820933976863,1.3789598729341648,0.17861840658603478
GLOBAL,DEU,35,OECD,2000101076,101076,2000,0.04756693971292781,0.09165248926484489,0.21787699962836948,0.28539420174702335
GLOBAL,GBR,20,OECD,2000100376,100376,2000,0.23904308695261203,0.3070817694509936,0.25326855440477497,0.12727612768394217
GLOBAL,ITA,25,OECD,2000015406,015406,2000,0.2631974215724525,0.3352091443452499,0.3423363816993705,0.017260786085470093
GLOBAL,GBR,20,OECD,2000100432,100432,2000,0.4950089100931295,0.5184988086255198,0.5360758683402214,0.25331030602601956
GLOBAL,DEU,25,OECD,2000204816,204816,2000,0.267167604365739,0.20569482602722347,0.14669035182042953,0.04088661244152947
GLOBAL,SWE,25,OECD,2000101585,101585,2000,0.43603270836347346,0.3824567490659822,0.9152050583002729,0.2676131607682601
GLOBAL,DEU,35,OECD,2000200759,200759,2000,0.757267195244546,0.07050404813077858,0.27544438292529605,0.3174866262890712
GLOBAL,BEL,15,OECD,2000102084,102084,2000,0.08532175885735599,0.23487130646329796,0.1560863356663274,0.181308538404203
GLOBAL,GBR,20,OECD,2000101474,101474,2000,0.13704347348538498,0.13037793054836613,0.6845393819567274,0.24244872730245964
GLOBAL,DEU,45,OECD,2000211619,211619,2000,0.14031043428133474,0.12681303123717888,0.3886475965143648,0.1286927024679025
GLOBAL,GBR,25,OECD,2000200797,200797,2000,0.1629211198801204,0.16838081835331226,0.4792803301736864,0.010520917838494044
GLOBAL,FRA,20,OECD,2000101097,101097,2000,0.8216135038301468,0.8172781221399267,0.44632119713173457,0.5450760102019641
GLOBAL,GBR,25,OECD,2000214779,214779,2000,0.29270456376021503,0.14215337682132348,0.1464270815338001,0.17401268273538936
GLOBAL,GBR,25,OECD,2000103129,103129,2000,1.370882137379842,1.034640815633053,0.13625942372088654,0.2560771611671424
GLOBAL,GBR,20,OECD,2000100148,100148,2000,0.628095817962394,0.6201257593482696,0.15980183169157303,0.467984270115404
