SAMPLE_ID,CISO,GICS_SECTOR,SIZEINDEX,GICS8_dummy,GICS6_dummy,GICS4_dummy,GICS2_dummy,MERGE_ID,GVKEY,VALUE_YEAR,PE_error,PB_error,EVSALES_error,EVEBIT_error,INDLVL_SELECT
GLOBAL,GBR,25,OECD,0,1,1,1,2000100911,100911,2000,1.801678041404082,2.064732482160799,2.9243728962638986,1.2750950972132826,3
GLOBAL,GBR,20,OECD,0,1,1,1,2000205999,205999,2000,0.43005652048945864,0.7623767415671445,0.5513018636129747,0.42481110723470483,3
GLOBAL,FRA,25,OECD,0,1,1,1,2000100001,100001,2000,0.06745658521697956,0.10925790125801903,0.534769533410048,0.2551668760756215,3
GLOBAL,ESP,15,OECD,0,0,1,1,2000101529,101529,2000,0.41372466732120305,0.3767457486254447,0.5324821997306572,0.40747061209434804,2
GLOBAL,ESP,20,OECD,1,1,1,1,2000222186,222186,2000,0.4294551282871698,0.426579999964335,0.38827065750670364,0.25432295645367764,4
GLOBAL,DEU,25,OECD,0,0,1,1,2000221244,221244,2000,0.17259159039843458,0.34651871510328675,0.10644652321194763,0.03079912114683123,2
GLOBAL,DEU,45,OECD,0,0,1,1,2000228576,228576,2000,0.9184060972662442,0.9812898243857608,0.9933468623490391,0.94322938575395,2
GLOBAL,GBR,25,OECD,0,1,1,1,2000014222,014222,2000,0.07536942900549559,0.42443185529186006,5.8955817854692665,0.15487230965343265,3
GLOBAL,SWE,20,OECD,0,0,1,1,2000103051,103051,2000,0.29073843986107034,0.21174715233295985,0.32366030463914963,0.4023731874749295,2
GLOBAL,GBR,15,OECD,1,1,1,1,2000220814,220814,2000,0.14960457616863454,0.17983522125624354,0.4374043655644716,0.2030090069120489,4
GLOBAL,GBR,20,OECD,0,1,1,1,2000207519,207519,2000,0.35005697133361174,0.45780504455937154,0.6830680671154825,0.2851753451938003,3
GLOBAL,FIN,25,OECD,1,1,1,1,2000211419,211419,2000,0.19154852478898038,0.07891772019137494,0.31050952414740196,0.3359484744321676,4
GLOBAL,DEU,15,OECD,0,1,1,1,2000100004,100004,2000,0.505421881359876,0.4444308212223791,0.5250017731454688,0.2758019640792585,3
GLOBAL,GRC,15,OECD,0,0,1,1,2000243064,243064,2000,0.6714314720220819,0.6572776213943068,0.7962570185264604,0.6694654418122772,2
GLOBAL,NLD,20,OECD,1,1,1,1,2000102168,102168,2000,0.4459373450848453,0.2814591611707442,0.29402660485250215,0.07266317300108721,4
GLOBAL,FIN,25,OECD,0,0,1,1,2000101737,101737,2000,0.020604179471147486,0.014358185107287237,0.37494572215406424,0.34632019295335054,2
GLOBAL,GBR,35,OECD,0,0,1,1,2000100423,100423,2000,0.49367247928525193,0.5276612276950793,0.2617956770194789,0.1390160437454443,2
GLOBAL,GBR,20,OECD,0,1,1,1,2000210809,210809,2000,0.8038465806662286,0.434090576056542,0.2876784343954517,0.7764990298694674,3
GLOBAL,GBR,15,OECD,0,0,1,1,2000200189,200189,2000,0.7487781863467601,0.2755071722962965,0.959495366771496,0.9188252473263113,2
GLOBAL,DEU,20,OECD,0,1,1,1,2000212536,212536,2000,0.04267240669512782,0.10393514321259176,2.0956736666363125,0.28508848075258814,3
GLOBAL,GBR,45,OECD,0,0,0,1,2000109179,109179,2000,0.592753077306953,0.7665048508152615,0.9293993604653431,0.7497172522139449,1
GLOBAL,ITA,25,OECD,1,1,1,1,2000102835,102835,2000,0.007877784557824424,0.1674295319626814,0.11046806508509331,0.15735249462219075,4
GLOBAL,ITA,25,OECD,0,1,1,1,2000202029,202029,2000,0.5731577339730128,0.16841450113440828,0.009026372766563845,0.5444202441313127,3
GLOBAL,NLD,45,OECD,0,0,0,1,2000001166,001166,2000,0.7726491858709743,0.7704389043534972,0.36791615444098064,0.39611722244741004,1
GLOBAL,SWE,20,OECD,0,0,1,1,2000223492,223492,2000,0.7810432982738191,0.7802614268818301,0.8333218744140767,0.7303952927872721,2
GLOBAL,ITA,20,OECD,0,0,1,1,2000102743,102743,2000,0.6364559823454469,0.6800016553316957,0.7577289166529105,0.3994542608438987,2
GLOBAL,DEU,45,OECD,0,1,1,1,2000225237,225237,2000,0.5054643534291706,0.9325829489930901,0.45861435944324686,1.0234953694568227,3
GLOBAL,AUT,20,OECD,0,0,1,1,2000101838,101838,2000,0.6600029226615315,0.24744766421183526,0.07672065099763432,0.7274439265651496,2
GLOBAL,ITA,25,OECD,0,1,1,1,2000201535,201535,2000,0.7724903804745274,0.7858646671887625,2.1919532626212503,0.325986451194282,3
GLOBAL,DEU,25,OECD,1,1,1,1,2000101059,101059,2000,0.553828866333827,0.08871214917871913,0.47854986681613176,0.7628861895732045,4
GLOBAL,GBR,45,OECD,1,1,1,1,2000227076,227076,2000,0.8013927516956931,0.8365076324961196,0.9638050597710484,0.8738984470654411,4
GLOBAL,GBR,20,OECD,0,0,1,1,2000063477,063477,2000,0.5855250940812592,0.23034093245285817,0.7110406597046879,0.6709801889074127,2
GLOBAL,BEL,45,OECD,0,1,1,1,2000101922,101922,2000,0.1769158102819642,0.032324742654676906,0.2678576597629316,0.11892670304303081,3
GLOBAL,ESP,30,OECD,0,0,1,1,2000207759,207759,2000,0.036789715043529944,0.05254921676155744,0.7274795321965767,0.23516680050926486,2
GLOBAL,DEU,15,OECD,0,1,1,1,2000017436,017436,2000,0.36249326227367334,0.03407597266844182,0.13577567860019,0.31365597134480494,3
GLOBAL,DEU,45,OECD,0,1,1,1,2000228580,228580,2000,0.899000454060228,0.7038171794068708,0.8304077484904888,0.8305516331792873,3
GLOBAL,DEU,35,OECD,0,0,0,1,2000100080,100080,2000,0.09700831441522295,0.2625610702904057,0.2315611329922452,0.23450188676811118,1
GLOBAL,DEU,25,OECD,0,0,1,1,2000100022,100022,2000,0.6353789345447801,0.6977747528160536,0.4848733883931613,0.6982530768232199,2
GLOBAL,DEU,35,OECD,0,0,0,1,2000101076,101076,2000,0.48272158629517015,0.5131051516268531,0.6407626379778257,0.313974867329891,1
GLOBAL,GBR,20,OECD,0,0,1,1,2000100376,100376,2000,0.12719984194447687,0.4064192005639003,0.33759512573009665,0.003228105071042502,2
GLOBAL,ITA,25,OECD,0,0,1,1,2000015406,015406,2000,0.5757187318843149,0.576242559061327,0.66542022539508,0.5468486222241051,2
GLOBAL,GBR,20,OECD,0,1,1,1,2000100432,100432,2000,0.5270675410717671,0.30167839429043164,0.25902853346447324,0.38859393102221956,3
GLOBAL,DEU,25,OECD,0,1,1,1,2000204816,204816,2000,0.4656504499185971,0.3350888205226515,1.1124936032605939,0.40003954150641596,3
GLOBAL,SWE,25,OECD,0,0,1,1,2000101585,101585,2000,0.6517651628706326,0.2473816512012672,0.6419915389010503,0.6008625840507327,2
GLOBAL,DEU,35,OECD,0,0,0,1,2000200759,200759,2000,0.8105888978843988,0.17286317203612409,0.37616805597338016,0.6729952009135398,1
GLOBAL,BEL,15,OECD,0,0,1,1,2000102084,102084,2000,0.047505868332968895,0.048855211496692835,0.6813312134097925,0.059281809642699364,2
GLOBAL,GBR,20,OECD,1,1,1,1,2000101474,101474,2000,0.03830985449912854,0.07595442131961652,0.5444012304636502,0.016078255199027957,4
GLOBAL,DEU,45,OECD,0,1,1,1,2000211619,211619,2000,0.12718741453426502,0.5883864705541457,0.053180959913409355,0.2535181138497829,3
GLOBAL,GBR,25,OECD,0,0,1,1,2000200797,200797,2000,0.32907801382293683,0.011502396869336759,0.35002051960664204,0.021416735526621312,2
GLOBAL,FRA,20,OECD,1,1,1,1,2000101097,101097,2000,0.9196873768246508,0.8986951866555528,0.608069264984365,0.7415368046079502,4
GLOBAL,GBR,25,OECD,0,1,1,1,2000214779,214779,2000,0.13458381666140248,0.10879019180811611,0.5899460260211116,0.2049530371859969,3
GLOBAL,GBR,25,OECD,0,0,1,1,2000103129,103129,2000,0.8075494152695905,0.5069957646249066,0.5546003497308214,0.33153540442203655,2
GLOBAL,GBR,20,OECD,0,0,1,1,2000100148,100148,2000,0.267410726615371,0.24225326351278173,0.29669619652450474,0.3184212742330998,2
GLOBAL,BEL,25,OECD,0,0,1,1,2000216522,216522,2000,0.8275366161848557,0.7589095806242061,0.6427629840296138,0.6705921001408421,2
GLOBAL,PRT,20,OECD,0,0,1,1,2000214839,214839,2000,0.25780921324853223,0.33106642851675466,0.8580423208436792,0.1696105420366507,2
GLOBAL,GBR,30,OECD,0,0,1,1,2000001932,001932,2000,0.06679636653406192,0.0034977988074632173,0.18417891690411048,0.09251890184839762,2
GLOBAL,GBR,15,OECD,0,0,1,1,2000103353,103353,2000,1.4376623922672027,1.4812204033890177,3.373794838789157,1.3716997100190402,2
