SAMPLE_ID,CISO,GICS_SECTOR,SIZEINDEX,GICS8_dummy,GICS6_dummy,GICS4_dummy,GICS2_dummy,MERGE_ID,GVKEY,VALUE_YEAR,PE_error,PB_error,EVSALES_error,EVEBIT_error,INDLVL_SELECT
GLOBAL,GBR,25,OECD,0,1,1,1,2000100911,100911,2000,1.801678041404082,2.064732482160799,2.9243728962638986,1.2750950972132826,3
GLOBAL,ITA,55,OECD,0,0,1,1,2000222601,222601,2000,0.8937029482967849,0.90247627288121,0.9646567939503338,0.9031590722147662,2
GLOBAL,CHE,55,OECD,0,0,1,1,2000102304,102304,2000,0.5149525110467961,0.5370749742283711,0.488458941016954,0.6073534376006323,2
GLOBAL,GBR,10,OECD,0,1,1,1,2000209300,209300,2000,0.5244256458329267,0.5232782522864037,0.38647595812183694,0.5054540760260416,3
GLOBAL,GBR,20,OECD,0,1,1,1,2000205999,205999,2000,0.43005652048945864,0.7623767415671445,0.5513018636129747,0.42481110723470483,3
GLOBAL,ESP,55,OECD,1,1,1,1,2000102712,102712,2000,0.4708936886079079,0.509952292914558,0.26906416580479947,0.507191612767099,4
GLOBAL,FRA,25,OECD,0,1,1,1,2000100001,100001,2000,0.06745658521697956,0.10925790125801903,0.534769533410048,0.2551668760756215,3
GLOBAL,ESP,15,OECD,0,1,1,1,2000101529,101529,2000,0.3536289356154132,0.2727179749895894,0.17442743322740428,0.26318809669066967,3
GLOBAL,CHE,35,OECD,0,0,1,1,2000220387,220387,2000,0.36963893003458476,0.1745192474323432,0.983863095447506,0.49597610240253426,2
GLOBAL,ESP,20,OECD,1,1,1,1,2000222186,222186,2000,0.5744876299646756,0.5050469166256928,0.44417307458848226,0.4815655368543399,4
GLOBAL,DEU,25,OECD,0,1,1,1,2000221244,221244,2000,0.4575462914905654,0.1494129245324709,0.4167012977711091,0.17956353081223325,3
GLOBAL,DEU,45,OECD,0,0,1,1,2000228576,228576,2000,0.8577564931759738,0.9725855338434993,0.9905139277287405,0.9261061948352179,2
GLOBAL,CHE,20,OECD,1,1,1,1,2000226716,226716,2000,0.0776376441594817,0.15851657478181908,0.14170570174102015,0.09047498527549962,4
GLOBAL,GBR,25,OECD,0,1,1,1,2000014222,014222,2000,0.035766143292090505,0.3567987536054979,6.515929409755945,0.1641584155310198,3
GLOBAL,SWE,20,OECD,0,0,1,1,2000103051,103051,2000,0.29073843986107034,0.21174715233295985,0.32366030463914963,0.4023731874749295,2
