SAMPLE_ID,CISO,GICS_SECTOR,SIZEINDEX,MERGE_ID,GVKEY,VALUE_YEAR,PE_error,PB_error,EVSALES_error,EVEBIT_error
GLOBAL,GBR,25,OECD,2000100911,100911,2000,0.16831838685174078,0.16861138398061187,0.07067098657463486,0.14397448023046788
GLOBAL,ITA,55,OECD,2000222601,222601,2000,0.5963169502521226,0.5804767457930118,0.9201964181349411,0.774893521652565
GLOBAL,CHE,55,OECD,2000102304,102304,2000,0.49342678167182746,0.48656374886511916,0.5121662611984185,0.49530602020892545
GLOBAL,GBR,10,OECD,2000209300,209300,2000,0.20465940195072363,0.20148080465461518,0.0993536134328726,0.2994612602711953
GLOBAL,GBR,20,OECD,2000205999,205999,2000,0.46045131821588514,0.7164789225121594,0.528875816743948,0.5048578244579751
GLOBAL,ESP,55,OECD,2000102712,102712,2000,0.18561186024144566,0.17326431146036814,0.38354369811246397,0.23492123428751197
GLOBAL,FRA,25,OECD,2000100001,100001,2000,0.42116757277382844,0.4291870821075362,0.23378535083187812,0.27133942747399187
GLOBAL,ESP,15,OECD,2000101529,101529,2000,0.021339502923250205,0.06261325306250924,0.3900824475883971,0.2716134216699145
GLOBAL,CHE,35,OECD,2000220387,220387,2000,0.288046592428566,0.29135649365621435,0.29642665318707434,0.5759222101286715
GLOBAL,ESP,20,OECD,2000222186,222186,2000,0.20373239459060366,0.1954225886185885,0.5542600965781029,0.10396984545936563
GLOBAL,DEU,25,OECD,2000221244,221244,2000,0.06991029301352747,0.19002451294111697,1.5349140799612362,1.3184778204396737
GLOBAL,DEU,45,OECD,2000228576,228576,2000,0.838441069316944,0.9813903265512812,0.994903322147293,0.9394983171650643
GLOBAL,CHE,20,OECD,2000226716,226716,2000,0.12361243532567821,0.04157088972745888,0.41574554678569686,0.17619621883267103
GLOBAL,GBR,25,OECD,2000014222,014222,2000,0.6413749119667934,0.7157094191087783,1.4211983010430338,0.6645409041274093
GLOBAL,SWE,20,OECD,2000103051,103051,2000,0.6872902261492183,0.6893108251538399,0.1157121335488235,0.6488264850636851
GLOBAL,GBR,15,OECD,2000220814,220814,2000,0.243259047257574,0.36000116428439843,0.12477694402927719,0.22802154428845908
GLOBAL,GBR,20,OECD,2000207519,207519,2000,0.07397670630967497,0.2637865747707694,0.46281164354506493,0.1841648668092677
GLOBAL,FIN,25,OECD,2000211419,211419,2000,0.5465499383225392,0.4951267315682972,0.28599997998027377,0.540168703132345
GLOBAL,CHE,45,OECD,2000103384,103384,2000,0.39456946932992365,0.399772711818651,1.3570081235535811,0.4919210683567689
GLOBAL,DEU,15,OECD,2000100004,100004,2000,0.24667607230649854,0.18253991331354025,0.05484576132516904,0.610970220468178
GLOBAL,GRC,15,OECD,2000243064,243064,2000,0.7142909595135775,0.7449567110567497,0.8568376914345948,0.6742598520865429
GLOBAL,NLD,20,OECD,2000102168,102168,2000,0.36282940197898256,0.13439595175652572,1.155224838881359,0.40400818994344934
GLOBAL,CHE,20,OECD,2000215919,215919,2000,0.7202894089160192,0.722653256090136,0.8453212671643142,0.6161576561467007
GLOBAL,GBR,10,OECD,2000100363,100363,2000,1.767054159971795,1.030268928457014,5.174034158149945,2.020682295841603
GLOBAL,FIN,25,OECD,2000101737,101737,2000,0.1111636115646787,0.11248487710812688,0.5382209012747743,0.1424352885588592
GLOBAL,GBR,35,OECD,2000100423,100423,2000,0.46749489976474495,0.44391347486807725,0.5940333582938225,0.23843160212263692
GLOBAL,GBR,20,OECD,2000210809,210809,2000,0.8920259559164835,0.8371999882494647,0.2548658663708018,0.7776821624055201
GLOBAL,GBR,15,OECD,2000200189,200189,2000,0.3040451830861516,0.13450734251698748,0.9176354232377091,0.8100796314504571
GLOBAL,DEU,20,OECD,2000212536,212536,2000,0.20944174270385407,0.4082257186260731,2.264901258379489,0.38011897009311885
GLOBAL,CHE,25,OECD,2000102243,102243,2000,0.06387268977985007,0.19089778255112547,0.3087357938238206,0.11239392163569786
GLOBAL,GBR,45,OECD,2000109179,109179,2000,0.725306972414737,0.8461891276804148,0.9534415095581148,0.7625339282395056
GLOBAL,ITA,25,OECD,2000102835,102835,2000,0.3496045130157587,0.3734181414802399,0.3780669113209903,0.4895501620246312
GLOBAL,ITA,25,OECD,2000202029,202029,2000,0.6500099119045776,0.48209986052156567,0.18989405867335304,0.1542193903150206
GLOBAL,JPN,30,OECD,2000102950,102950,2000,0.6383301148651435,0.6060550857756917,1.0785006348483956,0.8399435258462112
GLOBAL,CHE,45,OECD,2000102171,102171,2000,0.010004237455606434,0.02837035607950243,1.1196818053512971,0.11608024056923191
GLOBAL,NLD,45,OECD,2000001166,001166,2000,0.9261088636948802,0.9262762820478403,0.7649083264754615,0.7506334080955884
GLOBAL,SWE,20,OECD,2000223492,223492,2000,0.7643178547392144,0.757119275999441,0.7697739654654686,0.665928446708489
GLOBAL,ITA,20,OECD,2000102743,102743,2000,0.5313802222227676,0.5033513871631587,0.8203573696569033,0.3793519679866883
GLOBAL,JPN,45,OECD,2000221044,221044,2000,0.6762245380570854,0.6643228895284705,0.7803077666451744,0.612660864599435
GLOBAL,DEU,45,OECD,2000225237,225237,2000,0.6603686970465336,0.6576686900462339,0.7150361344668472,0.5521045039821737
GLOBAL,AUT,20,OECD,2000101838,101838,2000,0.6079490170158155,0.0360979924264889,0.3981080037296689,0.44362228598769865
GLOBAL,ITA,25,OECD,2000201535,201535,2000,0.8668692500925366,0.8662856400855292,0.48056617299225035,0.46706772939444885
GLOBAL,DEU,25,OECD,2000101059,101059,2000,0.4580532706545437,0.45291664128973297,0.35019420659545236,0.21656355332343963
GLOBAL,GBR,45,OECD,2000227076,227076,2000,0.8853663385695381,0.8947820323975892,0.9490819390905746,0.8963983419550935
GLOBAL,CHE,35,OECD,2000225079,225079,2000,0.6070352689084214,0.5222825807976794,0.9198149878251443,0.6091941255501645
GLOBAL,GBR,20,OECD,2000063477,063477,2000,0.7686850920173217,0.7865962165780056,0.2945801483542971,0.015035226726286766
GLOBAL,BEL,45,OECD,2000101922,101922,2000,0.394405386103964,0.4075648766504974,0.6718550880623285,0.3816330901939123
GLOBAL,ESP,30,OECD,2000207759,207759,2000,0.11810508484620968,0.04554184074447678,0.8093490555800879,0.24282117849511387
GLOBAL,DEU,15,OECD,2000017436,017436,2000,0.6896417868169363,1.0259176097296883,0.7529693678494436,0.5738921594417176
GLOBAL,DEU,45,OECD,2000228580,228580,2000,0.43518232074272295,0.7186950152373687,0.7933702743620777,0.5484766065450687
GLOBAL,DEU,35,OECD,2000100080,100080,2000,0.9288365886100703,1.0134418021603004,0.5563864127232595,0.6594395191404291
GLOBAL,DEU,25,OECD,2000100022,100022,2000,0.08553204076060457,0.1456929524077682,0.8739795570517266,0.18173585961298716
GLOBAL,DEU,35,OECD,2000101076,101076,2000,0.5286483603438611,0.7691533406886664,0.2868972093027494,1.2382359134029315
GLOBAL,GBR,20,OECD,2000100376,100376,2000,0.10727569902510722,0.1644344021032975,0.16253731767203614,0.09187230684129258
GLOBAL,CHE,30,OECD,2000102370,102370,2000,0.7667235647869235,0.7522674231879962,0.32904348330903177,0.11532888236481918
GLOBAL,ITA,25,OECD,2000015406,015406,2000,0.3065162648377062,0.35825527372964416,0.6279406237067968,0.15101499394115037
GLOBAL,GBR,20,OECD,2000100432,100432,2000,0.4566878799821983,0.5142515805051032,0.4162737460013454,0.16964319351041393
GLOBAL,GBR,10,OECD,2000014087,014087,2000,0.5003335975579294,0.5240710175121841,0.7481926870528846,0.519262938711653
GLOBAL,DEU,25,OECD,2000204816,204816,2000,0.2992619275532066,0.28445157967175694,0.2814731145189223,0.08594415763781038
GLOBAL,SWE,25,OECD,2000101585,101585,2000,0.525042535863426,0.48340000045668446,0.9652990714507497,0.18149092107970982
GLOBAL,DEU,35,OECD,2000200759,200759,2000,0.7851254389210386,0.47593323469675297,0.44578256872104066,0.29667658102675437
GLOBAL,BEL,15,OECD,2000102084,102084,2000,0.30051718150333295,0.343904622772497,0.010075899029844772,0.056244765765012146
GLOBAL,GBR,20,OECD,2000101474,101474,2000,0.39233710975987346,0.35891317132992306,0.5387434561991397,0.12278720833789625
GLOBAL,DEU,45,OECD,2000211619,211619,2000,0.360202381299939,0.39824911067306673,0.5532957697983085,0.09338956393404824
GLOBAL,GBR,25,OECD,2000200797,200797,2000,0.3957273970476617,0.4831993899020849,0.47005034680446056,0.052634304479107615
