SAMPLE_ID,CISO,GICS_SECTOR,SIZEINDEX,GICS8_dummy,GICS6_dummy,GICS4_dummy,GICS2_dummy,MERGE_ID,GVKEY,VALUE_YEAR,PE_error,PB_error,EVSALES_error,EVEBIT_error,INDLVL_SELECT
GLOBAL,GBR,25,OECD,0,1,1,1,2000100911,100911,2000,1.5448581547448295,2.1515217004571103,3.1054534457957894,1.0736583693507176,3
GLOBAL,GBR,20,OECD,0,1,1,1,2000205999,205999,2000,0.577371952401676,0.8752153567960698,0.7527697720888447,0.547974375674778,3
GLOBAL,FRA,25,OECD,0,1,1,1,2000100001,100001,2000,0.15186690219894708,0.07984192210016038,0.43299342718964884,0.3632392114575239,3
GLOBAL,ESP,15,OECD,0,0,1,1,2000101529,101529,2000,0.31550269991495605,0.27038267818602396,0.33199963986772574,0.30262066627414264,2
GLOBAL,ESP,20,OECD,1,1,1,1,2000222186,222186,2000,0.4097664048877742,0.36826677799009944,0.34761464159982575,0.3457030782065456,4
GLOBAL,DEU,25,OECD,0,0,1,1,2000221244,221244,2000,0.6732484223664168,0.2661971352241927,0.6679085591826557,0.6115380901771942,2
GLOBAL,DEU,45,OECD,0,0,1,1,2000228576,228576,2000,0.9184060972662442,0.9812898243857608,0.9933468623490391,0.94322938575395,2
GLOBAL,GBR,25,OECD,0,1,1,1,2000014222,014222,2000,0.023716225698825383,0.510140238828145,5.127923790302193,0.3396987015655095,3
GLOBAL,SWE,20,OECD,0,0,1,1,2000103051,103051,2000,0.5679288408939078,0.4697459998659743,0.19622626958110062,0.6060499825384282,2
GLOBAL,GBR,15,OECD,1,1,1,1,2000220814,220814,2000,0.11755952558398546,0.16401874130639169,0.09362297054792264,0.02508757643192337,4
GLOBAL,GBR,20,OECD,0,1,1,1,2000207519,207519,2000,0.5408662570594442,0.6762010705791691,0.7481775867059621,0.29604409670701864,3
GLOBAL,FIN,25,OECD,1,1,1,1,2000211419,211419,2000,0.05207529962289963,0.034978742946738965,0.18257572277578826,0.07176776453602056,4
GLOBAL,DEU,15,OECD,0,1,1,1,2000100004,100004,2000,0.4490997071808415,0.4312154534155933,0.4457234443006148,0.11883610037576482,3
GLOBAL,GRC,15,OECD,0,0,1,1,2000243064,243064,2000,0.6527758086880646,0.7076977351731935,0.8473690418561132,0.6117161389401135,2
GLOBAL,NLD,20,OECD,1,1,1,1,2000102168,102168,2000,0.1379252307385456,0.4104427128745965,0.29402660485250215,0.0615454442502276,4
