SAMPLE_ID,CISO,GICS_SECTOR,SIZEINDEX,GICS8_dummy,GICS6_dummy,GICS4_dummy,GICS2_dummy,MERGE_ID,GVKEY,VALUE_YEAR,PE_error,PB_error,EVSALES_error,EVEBIT_error,INDLVL_SELECT
GLOBAL,GBR,25,OECD,0,1,1,1,2000100911,100911,2000,1.7437909782595107,2.096244025794668,3.558237063628071,1.2570490545686879,3
GLOBAL,GBR,20,OECD,0,1,1,1,2000205999,205999,2000,0.5595501205131611,0.8804393497564578,0.7379933817775829,0.5253156769237437,3
GLOBAL,FRA,25,OECD,0,1,1,1,2000100001,100001,2000,0.15186690219894708,0.07984192210016038,0.43299342718964884,0.36323921145752414,3
GLOBAL,ESP,15,OECD,0,0,1,1,2000101529,101529,2000,0.4332191106632887,0.4053038111303308,0.4572252553165805,0.3646977999722823,2
GLOBAL,ESP,20,OECD,1,1,1,1,2000222186,222186,2000,0.5010869680258009,0.39879863597796433,0.4002159443244017,0.3905471149674016,4
GLOBAL,DEU,25,OECD,0,0,1,1,2000221244,221244,2000,0.3118731427482932,0.29522486599326525,0.4210342734557144,0.09061857983607513,2
GLOBAL,DEU,45,OECD,0,0,1,1,2000228576,228576,2000,0.7252865869464447,0.9347420291417656,0.9813601065779399,0.889213892364793,2
GLOBAL,GBR,25,OECD,0,1,1,1,2000014222,014222,2000,0.04484584277354386,0.5685429483254293,6.061439344772906,0.24864315460639247,3
GLOBAL,SWE,20,OECD,0,0,1,1,2000103051,103051,2000,0.44543209161507674,0.392887242522966,0.13433805752024922,0.5762915730537178,2
GLOBAL,GBR,15,OECD,1,1,1,1,2000220814,220814,2000,0.1175595255839853,0.16401874130639188,0.09362297054792264,0.02508757643192319,4
GLOBAL,GBR,20,OECD,0,1,1,1,2000207519,207519,2000,0.5767144503567672,0.6906663587517008,0.7942214247905093,0.3789953881364235,3
GLOBAL,FIN,25,OECD,1,1,1,1,2000211419,211419,2000,0.08088090196925152,0.043058381454157836,0.00277815326358772,0.08509359187355398,4
GLOBAL,DEU,15,OECD,0,1,1,1,2000100004,100004,2000,0.4490997071808415,0.43121545341559325,0.4457234443006148,0.11883610037576482,3
GLOBAL,GRC,15,OECD,0,0,1,1,2000243064,243064,2000,0.7169040125595412,0.782287248270091,0.873869321361305,0.6462899458990282,2
