SAMPLE_ID,CISO,GICS_SECTOR,SIZEINDEX,MERGE_ID,GVKEY,VALUE_YEAR,PE_error,PB_error,EVSALES_error,EVEBIT_error
GLOBAL,GBR,25,OECD,2000100911,100911,2000,0.10368963333453463,0.19137435168702002,0.02690235237589571,0.08838810892080111
GLOBAL,GBR,20,OECD,2000205999,205999,2000,0.5286370541706245,0.799198964447709,0.6647329063057308,0.5463817245897233
GLOBAL,FRA,25,OECD,2000100001,100001,2000,0.2461645284434306,0.23085358018949298,0.3048421120438087,0.17344873948276449
GLOBAL,ESP,15,OECD,2000101529,101529,2000,0.23009872099353137,0.14522888027404313,0.37813932253375787,0.08924083025584766
GLOBAL,ESP,20,OECD,2000222186,222186,2000,0.11802612798248441,0.08707748673716609,0.16323257059937,0.17430116883118602
GLOBAL,DEU,25,OECD,2000221244,221244,2000,0.20034864791240048,0.3389360476608615,1.2210498026397272,0.8274812266591379
GLOBAL,DEU,45,OECD,2000228576,228576,2000,0.8776203558421886,0.9826536918367423,0.9940325600293749,0.9403046756931311
GLOBAL,GBR,25,OECD,2000014222,014222,2000,0.6413749119667934,0.7157094191087783,1.4211983010430338,0.6645409041274093
GLOBAL,SWE,20,OECD,2000103051,103051,2000,0.6787637789792776,0.695885161050025,0.39090123013951134,0.699359859091741
GLOBAL,GBR,15,OECD,2000220814,220814,2000,0.45450590871613405,0.39611752102685777,0.21251153236963508,0.11369304322517124
GLOBAL,GBR,20,OECD,2000207519,207519,2000,0.28556902191441974,0.018486052468738728,0.7205410272747119,0.0959598777894721
GLOBAL,FIN,25,OECD,2000211419,211419,2000,0.6650091380431287,0.6785601265109125,0.4467222233741623,0.6549774369735983
GLOBAL,DEU,15,OECD,2000100004,100004,2000,0.7529632395097954,0.6730209947861311,0.3990295401185666,1.425545002739961
GLOBAL,GRC,15,OECD,2000243064,243064,2000,0.6938918897263945,0.7411481169877804,0.8535096856338331,0.6371978685986301
GLOBAL,NLD,20,OECD,2000102168,102168,2000,0.36282940197898256,0.13439595175652572,1.155224838881359,0.4040081899434495
GLOBAL,FIN,25,OECD,2000101737,101737,2000,0.13601310034430467,0.13699041681994928,0.07879884071911812,0.307218653304639
GLOBAL,GBR,35,OECD,2000100423,100423,2000,0.46749489976474506,0.44391347486807714,0.5940333582938225,0.23843160212263692
GLOBAL,GBR,20,OECD,2000210809,210809,2000,0.7048981063286363,0.7852189415918774,0.19153918421479763,0.5873431803639495
GLOBAL,GBR,15,OECD,2000200189,200189,2000,0.5767936453910061,0.2994833574211065,0.9430252467862132,0.8214200716345694
GLOBAL,DEU,20,OECD,2000212536,212536,2000,0.03760341541121472,0.08528707035621222,1.5996330694175402,0.15272118955147046
