SAMPLE_ID,CISO,GICS_SECTOR,SIZEINDEX,GICS8_dummy,GICS6_dummy,GICS4_dummy,GICS2_dummy,MERGE_ID,GVKEY,VALUE_YEAR,PE_error,PB_error,EVSALES_error,EVEBIT_error,INDLVL_SELECT
GLOBAL,GBR,25,OECD,0,1,1,1,2000100911,100911,2000,2.656254397479048,2.625081354415624,3.306808617096719,2.265291324705583,3
GLOBAL,ITA,55,OECD,0,0,1,1,2000222601,222601,2000,0.8877001803374654,0.8873792805601955,0.9504709586488821,0.8682355362764895,2
GLOBAL,CHE,55,OECD,0,0,1,1,2000102304,102304,2000,0.49347851047259067,0.5405519280787406,0.46209024240228674,0.6314050278059147,2
GLOBAL,GBR,10,OECD,0,1,1,1,2000209300,209300,2000,0.5244256458329267,0.5232782522864037,0.38647595812183694,0.5054540760260416,3
GLOBAL,GBR,20,OECD,0,1,1,1,2000205999,205999,2000,0.6179978206929861,0.8595320072461771,0.6651276069811952,0.44263037362110463,3
GLOBAL,ESP,55,OECD,1,1,1,1,2000102712,102712,2000,0.518499244787706,0.5521539564801637,0.31674691841343067,0.4750604002793121,4
GLOBAL,FRA,25,OECD,0,1,1,1,2000100001,100001,2000,0.0016255533149565798,0.08226203371199357,0.3121735879939806,0.3795851777760153,3
GLOBAL,ESP,15,OECD,0,1,1,1,2000101529,101529,2000,0.40884113053800286,0.44903468938022795,0.11426243022858287,0.11824375934130132,3
GLOBAL,CHE,35,OECD,0,0,1,1,2000220387,220387,2000,0.30924018788609015,0.18490233019560515,1.8120821448564444,0.5841493560163561,2
GLOBAL,ESP,20,OECD,1,1,1,1,2000222186,222186,2000,0.5700924915289414,0.5133344503909821,0.4899888671546534,0.5398016623358711,4
GLOBAL,DEU,25,OECD,0,1,1,1,2000221244,221244,2000,0.38099837749732673,0.18020304457596645,0.38404408573277227,0.15495327546285637,3
GLOBAL,DEU,45,OECD,0,0,1,1,2000228576,228576,2000,0.8983529186553104,0.9839792600771042,0.9941903142809323,0.9352766149027516,2
GLOBAL,CHE,20,OECD,1,1,1,1,2000226716,226716,2000,0.1000067749500315,0.15396122805567614,0.1798004046864218,0.02149378527913507,4
GLOBAL,GBR,25,OECD,0,1,1,1,2000014222,014222,2000,0.13819499397873203,0.3629618184931843,8.496822297364034,0.1905750149044547,3
GLOBAL,SWE,20,OECD,0,0,1,1,2000103051,103051,2000,0.3273906254901985,0.2676042270971455,0.08722840186256386,0.4087465403719781,2
GLOBAL,GBR,15,OECD,1,1,1,1,2000220814,220814,2000,0.27959330439661095,0.36927549592280423,0.4857516963077166,0.22278584399026383,4
GLOBAL,GBR,20,OECD,0,1,1,1,2000207519,207519,2000,0.5004198422479571,0.56328022997568,0.7277773710179283,0.22585192324059317,3
GLOBAL,FIN,25,OECD,1,1,1,1,2000211419,211419,2000,0.0607860385531241,0.05321277812598953,0.11154106781675344,0.04898110205328264,4
GLOBAL,CHE,45,OECD,0,1,1,1,2000103384,103384,2000,0.348938860971817,0.3291877364371502,2.642700964767421,0.023593250425399087,3
GLOBAL,DEU,15,OECD,1,1,1,1,2000100004,100004,2000,0.5337471024710075,0.5141848629185901,0.36065105811816306,0.24480734394887796,4
GLOBAL,GRC,15,OECD,0,1,1,1,2000243064,243064,2000,0.8546929052911522,0.864974140026756,0.7926920013614971,0.5804734536245315,3
GLOBAL,NLD,20,OECD,1,1,1,1,2000102168,102168,2000,0.1963599881180288,0.579659218621128,0.005390200957807435,0.3337293128354047,4
GLOBAL,CHE,20,OECD,0,1,1,1,2000215919,215919,2000,0.8284306442665018,0.8084646891914147,0.8415583945605484,0.6462414594095585,3
GLOBAL,GBR,10,OECD,0,1,1,1,2000100363,100363,2000,0.3150742717056661,0.24009083526512878,2.2564485520298123,0.8651386267339585,3
GLOBAL,FIN,25,OECD,0,0,1,1,2000101737,101737,2000,0.21110141324677692,0.2140316307737021,0.42340110496368744,0.47077276421511927,2
GLOBAL,GBR,35,OECD,0,0,1,1,2000100423,100423,2000,0.4450645363137258,0.442053169933536,0.19304654159812873,0.08042587543636008,2
GLOBAL,GBR,20,OECD,0,1,1,1,2000210809,210809,2000,0.6739186122646789,0.476583324251465,0.34591233378806363,0.7684779815053294,3
GLOBAL,GBR,15,OECD,0,1,1,1,2000200189,200189,2000,0.9000363781582342,0.6379034402743733,0.9545721766471111,0.9352731116812824,3
GLOBAL,DEU,20,OECD,0,1,1,1,2000212536,212536,2000,0.20352987562633953,0.3626219920840895,1.572464341412532,0.4431608709964892,3
GLOBAL,CHE,25,OECD,0,1,1,1,2000102243,102243,2000,0.9922562122688362,1.0769058687217956,0.09086319234299206,0.6978094299425569,3
GLOBAL,GBR,45,OECD,0,0,0,1,2000109179,109179,2000,0.8627477181808069,0.9296943165635468,0.9910020864662287,0.9018937597878379,1
GLOBAL,ITA,25,OECD,1,1,1,1,2000102835,102835,2000,0.016929405352016702,0.04119308804558466,0.08284300948690522,0.09521561160495534,4
GLOBAL,ITA,25,OECD,0,1,1,1,2000202029,202029,2000,0.49551216136427917,0.026040802047849792,0.21789458882702822,0.584131928016857,3
GLOBAL,JPN,30,OECD,0,1,1,1,2000102950,102950,2000,0.7447509093132268,0.000506809933884177,0.4260323515235091,0.0039046704677681695,3
GLOBAL,CHE,45,OECD,0,0,1,1,2000102171,102171,2000,0.6622878180935879,0.6551180604147243,1.3204413279042044,0.1498598048562333,2
GLOBAL,NLD,45,OECD,0,0,0,1,2000001166,001166,2000,0.2990392666888677,0.2994348148229108,0.7444071437200885,0.4823528419092504,1
GLOBAL,SWE,20,OECD,1,1,1,1,2000223492,223492,2000,0.8323131655809806,0.8423555191642522,0.8712849840954916,0.8089328465178555,4
GLOBAL,ITA,20,OECD,0,0,1,1,2000102743,102743,2000,0.5998007331423877,0.6318246828890085,0.7510106397682396,0.3445063898191772,2
GLOBAL,JPN,45,OECD,0,0,1,1,2000221044,221044,2000,0.060926055185575735,0.0331894995053472,0.7941660693111232,0.011845794109586624,2
GLOBAL,DEU,45,OECD,1,1,1,1,2000225237,225237,2000,0.05668125274809095,0.09779027475208163,0.07814734899684836,0.5018543147557005,4
GLOBAL,AUT,20,OECD,0,0,1,1,2000101838,101838,2000,0.7450853363015053,0.22525849565960698,0.1024806188701687,0.6894051787243937,2
GLOBAL,ITA,25,OECD,0,1,1,1,2000201535,201535,2000,0.7972092155269357,0.8139977485064738,0.8122379514791747,0.3613561750695491,3
GLOBAL,DEU,25,OECD,1,1,1,1,2000101059,101059,2000,0.5822310952631966,0.0680030538565786,1.3070127073988764,1.0744286077669183,4
GLOBAL,GBR,45,OECD,1,1,1,1,2000227076,227076,2000,0.8589541799988897,0.8727781053705463,0.9669400906462947,0.8856885320331364,4
GLOBAL,CHE,35,OECD,0,0,1,1,2000225079,225079,2000,0.050459539208891985,0.030455671199044326,0.5136908247686184,0.33200943758505136,2
GLOBAL,GBR,20,OECD,0,0,1,1,2000063477,063477,2000,0.2571917013950499,0.23668409627509973,0.5965513783617908,0.26963355046086535,2
GLOBAL,BEL,45,OECD,1,1,1,1,2000101922,101922,2000,0.11879771680635359,0.02538058739691026,0.17177602534170455,0.22875049991184893,4
GLOBAL,ESP,30,OECD,0,1,1,1,2000207759,207759,2000,0.5547476173027381,0.049113309371941624,0.8403846279566983,0.7929702770016253,3
GLOBAL,DEU,15,OECD,0,1,1,1,2000017436,017436,2000,0.4859693287113419,0.48095234350590366,0.018318209598428642,0.1773246743164264,3
GLOBAL,DEU,45,OECD,1,1,1,1,2000228580,228580,2000,0.892670894081412,0.7018978972179751,0.8102325675448525,0.8163245570650368,4
GLOBAL,DEU,35,OECD,0,0,1,1,2000100080,100080,2000,0.04624322226737316,0.10896908247954133,0.19209235960690227,0.7734449965035749,2
GLOBAL,DEU,25,OECD,0,0,1,1,2000100022,100022,2000,0.6803425146852695,0.729810692740195,0.46621416786656494,0.7487033553432335,2
GLOBAL,DEU,35,OECD,0,0,1,1,2000101076,101076,2000,0.5087878093543903,0.46539077537543455,0.34163900868369435,0.05061819256939879,2
GLOBAL,GBR,20,OECD,0,0,1,1,2000100376,100376,2000,0.5466256353612018,0.5311669706124558,0.4308359271355522,0.758519952537161,2
GLOBAL,CHE,30,OECD,1,1,1,1,2000102370,102370,2000,1.811183018877493,1.619129520564597,1.4112485843602725,0.01532524674543007,4
GLOBAL,ITA,25,OECD,0,1,1,1,2000015406,015406,2000,0.29956225383994245,0.19179436594316474,0.5747753308248751,0.3128375697542506,3
GLOBAL,GBR,20,OECD,0,1,1,1,2000100432,100432,2000,0.3188510340538361,0.21978330216731648,0.1638259215580389,0.8755763339011378,3
GLOBAL,GBR,10,OECD,0,1,1,1,2000014087,014087,2000,0.09905549355837351,0.12307414204289012,0.7096027246012752,0.2563347018680169,3
GLOBAL,DEU,25,OECD,0,1,1,1,2000204816,204816,2000,0.16828395404954916,0.12853442202384122,0.6956414856508246,0.22159329254325874,3
GLOBAL,SWE,25,OECD,0,1,1,1,2000101585,101585,2000,0.6719230700471581,0.4723707352642526,0.4111866842471051,0.6878720490208814,3
GLOBAL,DEU,35,OECD,0,0,1,1,2000200759,200759,2000,0.7943868287300256,0.6255025802425089,0.5730834180367707,0.2861147250067073,2
GLOBAL,BEL,15,OECD,0,0,1,1,2000102084,102084,2000,0.32447396927291833,0.32377232195070993,0.4896651775589891,0.011988504825936446,2
GLOBAL,GBR,20,OECD,1,1,1,1,2000101474,101474,2000,0.3967184533501786,0.4091881136196078,0.39154458569547157,0.38406412455083383,4
GLOBAL,DEU,45,OECD,1,1,1,1,2000211619,211619,2000,2.145455587318424,2.1478180718085755,1.6426369008116235,1.0759599713950838,4
GLOBAL,GBR,25,OECD,0,0,1,1,2000200797,200797,2000,0.03460626818896617,0.16784725336637335,0.5574440814355022,0.23104190473077102,2
GLOBAL,CHE,20,OECD,0,0,1,1,2000102615,102615,2000,0.7945013581552284,0.7699840829074672,0.15600017808388156,0.48811760039872604,2
GLOBAL,FRA,20,OECD,1,1,1,1,2000101097,101097,2000,0.9277724827833213,0.9172243726317251,0.659827459162949,0.7596315376794831,4
GLOBAL,GBR,25,OECD,0,1,1,1,2000214779,214779,2000,0.01175943902003042,0.005473138521189854,0.5424368958332875,0.08489649158356428,3
GLOBAL,GBR,10,OECD,0,1,1,1,2000002410,002410,2000,0.7407946829770122,0.7305431906181916,0.5521030276440613,0.5400301006599372,3
GLOBAL,GBR,25,OECD,0,0,1,1,2000103129,103129,2000,0.12932724501107512,0.12203787109789449,0.24799424957548413,0.11634055510368753,2
GLOBAL,GBR,20,OECD,0,0,1,1,2000100148,100148,2000,0.32285624980195776,0.33410702650487345,0.430061967202662,0.4982616635477467,2
GLOBAL,BEL,25,OECD,0,1,1,1,2000216522,216522,2000,0.4780917502299377,0.6299661938898447,0.3792928260454937,0.4405817309535311,3
GLOBAL,JPN,25,OECD,0,1,1,1,2000100369,100369,2000,0.6356231389888644,0.6490230172462658,0.6594180965641888,0.41457331390462726,3
GLOBAL,PRT,20,OECD,0,0,1,1,2000214839,214839,2000,0.41069286752783785,0.5197115126603925,0.9033701408485233,0.820180610280906,2
GLOBAL,GBR,30,OECD,0,0,1,1,2000001932,001932,2000,0.1015820925561208,0.08681023441624064,0.34872062511994445,0.00032881515476698535,2
GLOBAL,GBR,15,OECD,0,0,1,1,2000103353,103353,2000,0.6614595933959598,0.6131842490434797,2.426189874158619,0.9173199232219611,2
GLOBAL,GBR,20,OECD,0,0,1,1,2000100095,100095,2000,0.37395696780391835,0.3508021960597058,0.050511356131320274,0.17553736198543687,2
GLOBAL,KOR,55,OECD,0,0,1,1,2000205715,205715,2000,0.06626551972939898,0.04200949587153573,0.18671420661444418,0.7776800530125113,2
GLOBAL,AUT,20,OECD,0,1,1,1,2000200880,200880,2000,0.9500245335673769,0.977745263280093,0.9724451086876236,0.9546185732772914,3
GLOBAL,GBR,25,OECD,0,1,1,1,2000208781,208781,2000,3.729697583117159,4.538838747642646,2.1707430626119675,2.6691621286288543,3
GLOBAL,GBR,25,OECD,0,1,1,1,2000207790,207790,2000,1.4879450348462513,1.5997357292335344,2.6607954494895556,0.567125415326307,3
GLOBAL,GBR,30,OECD,1,1,1,1,2000002597,002597,2000,0.3040984813366899,0.5573494067788445,0.6471022194695749,0.08799050640317196,4
GLOBAL,GBR,10,OECD,0,1,1,1,2000102623,102623,2000,0.19908942917183273,0.5454056602782017,0.5368122248565892,0.6614131479183463,3
GLOBAL,AUS,10,OECD,0,1,1,1,2000102903,102903,2000,1.6755317763506656,1.517672738693123,1.3605517016056947,0.24571852861263213,3
GLOBAL,DEU,45,OECD,1,1,1,1,2000233025,233025,2000,0.8277069818627055,0.4918932915083224,0.5250181789309976,0.7337183803327546,4
GLOBAL,JPN,45,OECD,0,0,1,1,2000002721,002721,2000,0.5706558074086273,0.5020655249062443,0.43439824209053124,0.27386392514185237,2
GLOBAL,JPN,25,OECD,0,0,1,1,2000100839,100839,2000,0.4143117345190163,0.04181886867460028,0.8000514217504862,0.4675778004237301,2
GLOBAL,GBR,20,OECD,0,1,1,1,2000220705,220705,2000,1.9879034736652264,2.4868955988558903,1.8466113958056187,2.0732522374398803,3
GLOBAL,FRA,45,OECD,1,1,1,1,2000101944,101944,2000,0.46234059250557946,0.457498103610476,0.8064515794686115,0.5122432845023176,4
GLOBAL,GBR,20,OECD,0,0,1,1,2000104907,104907,2000,0.9128633180125123,0.9067130373299422,0.8566364695304092,0.8420011171445877,2
GLOBAL,AUS,15,OECD,0,1,1,1,2000101420,101420,2000,0.4607059074058697,0.28987795859124144,0.1490990499816981,0.16694775856911062,3
GLOBAL,SWE,20,OECD,1,1,1,1,2000201038,201038,2000,0.26590061904753953,0.29356348559429024,0.4536848223913835,0.11799967297874017,4
GLOBAL,ITA,20,OECD,0,1,1,1,2000216663,216663,2000,0.0012258648258207765,0.017892675615428486,0.040086741976569876,0.15933678383641156,3
GLOBAL,FRA,30,OECD,0,1,1,1,2000100346,100346,2000,0.7196185449380256,0.763638717309693,0.6352058969622866,0.7236031433587404,3
GLOBAL,FRA,30,OECD,0,1,1,1,2000101173,101173,2000,0.626032223878155,0.6807627373593942,0.18753329727492174,0.36965665002331666,3
GLOBAL,MEX,15,OECD,1,1,1,1,2000105089,105089,2000,0.3147518429804455,0.3858695050956247,0.6393336190226583,0.21821443754787834,4
GLOBAL,DEU,45,OECD,1,1,1,1,2000226805,226805,2000,1.2550454316941846,0.641831690861174,1.494059053035084,1.3996305321654,4
GLOBAL,GBR,55,OECD,0,0,1,1,2000213423,213423,2000,0.7512513720841064,0.7680262427160078,0.21274876939249862,0.39185806678131646,2
GLOBAL,ESP,30,OECD,0,1,1,1,2000104966,104966,2000,0.16943586137499783,0.2695183978685956,0.24858976507432903,0.0739237908949295,3
GLOBAL,CHE,15,OECD,0,0,1,1,2000102052,102052,2000,0.5880997612473365,0.5869490660624119,0.17394127931203432,0.18522940558346762,2
GLOBAL,CHE,25,OECD,0,1,1,1,2000228596,228596,2000,0.5455321531607552,0.6249450334299537,0.6527504089102586,0.4131108677701674,3
GLOBAL,CHE,30,OECD,1,1,1,1,2000101895,101895,2000,0.49563953392322774,0.5282086468391971,0.4769659644480945,0.1671951398423527,4
GLOBAL,NOR,25,OECD,0,1,1,1,2000215384,215384,2000,0.39646855011099774,0.44934676766535564,0.35581579110820677,0.10411409931678058,3
GLOBAL,CHE,15,OECD,1,1,1,1,2000213449,213449,2000,0.576180439060121,0.0946143959443714,0.398118991273337,0.5138043054642557,4
GLOBAL,BEL,20,OECD,1,1,1,1,2000222049,222049,2000,0.12960548208383266,0.2045028945175932,0.6265841526676397,0.07335739274930249,4
GLOBAL,PRT,15,OECD,1,1,1,1,2000105890,105890,2000,0.39946106225703015,0.48057658656621843,0.7241447530800526,0.29566174798081885,4
